<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US2.AAPL,5,20171113,230500,174.11,174.17,174.08,174.16,6400
US2.AAPL,5,20171113,231000,174.15,174.21,174.13,174.19,9803
US2.AAPL,5,20171113,231500,174.18,174.23,174.17,174.23,10007
US2.AAPL,5,20171113,232000,174.23,174.26,174.19,174.21,5509
US2.AAPL,5,20171113,232500,174.22,174.23,174.09,174.09,11573
US2.AAPL,5,20171113,233000,174.11,174.11,173.97,173.99,13535
US2.AAPL,5,20171113,233500,174,174,173.74,173.76,17417
US2.AAPL,5,20171113,234000,173.76,173.81,173.74,173.81,17017
US2.AAPL,5,20171113,234500,173.82,173.86,173.73,173.73,23320
US2.AAPL,5,20171113,235000,173.73,173.83,173.73,173.76,12201
US2.AAPL,5,20171113,235500,173.78,173.82,173.75,173.8,26548
US2.AAPL,5,20171114,0,173.8,174.05,173.74,174.01,31824
US2.AAPL,5,20171114,173500,173.04,173.45,172.87,173.12,30655
US2.AAPL,5,20171114,174000,173.15,173.17,172.53,172.62,30417
US2.AAPL,5,20171114,174500,172.63,173.07,172.6,172.99,23925
US2.AAPL,5,20171114,175000,172.95,173.06,172.79,172.88,14124
US2.AAPL,5,20171114,175500,172.88,173.07,172.83,172.94,35517
US2.AAPL,5,20171114,180000,172.95,173.01,172.67,172.76,26642
US2.AAPL,5,20171114,180500,172.76,172.81,172.15,172.22,74811
US2.AAPL,5,20171114,181000,172.18,172.46,172.12,172.41,40492
US2.AAPL,5,20171114,181500,172.4,172.58,172.31,172.54,28339
US2.AAPL,5,20171114,182000,172.57,172.84,172.57,172.69,17015
US2.AAPL,5,20171114,182500,172.76,172.76,172.39,172.44,13251
US2.AAPL,5,20171114,183000,172.47,172.73,172.41,172.58,19262
US2.AAPL,5,20171114,183500,172.62,172.66,172.4,172.57,22791
US2.AAPL,5,20171114,184000,172.53,173.18,172.49,173.165,21057
US2.AAPL,5,20171114,184500,173.2,173.2,172.97,173.06,11693
US2.AAPL,5,20171114,185000,173.07,173.24,172.99,173.19,15790
US2.AAPL,5,20171114,185500,173.18,173.21,172.94,173.01,15532
US2.AAPL,5,20171114,190000,173.08,173.18,172.87,172.88,11089
US2.AAPL,5,20171114,190500,172.89,172.98,172.86,172.89,13099
US2.AAPL,5,20171114,191000,172.89,173.01,172.86,172.9,11811
US2.AAPL,5,20171114,191500,172.89,173.25,172.82,173.13,9700
US2.AAPL,5,20171114,192000,173.18,173.24,172.99,173.04,10802
US2.AAPL,5,20171114,192500,173.04,173.06,172.86,172.88,11300
US2.AAPL,5,20171114,193000,172.89,173,172.82,172.91,15396
US2.AAPL,5,20171114,193500,172.92,173.02,172.9,172.98,9321
US2.AAPL,5,20171114,194000,172.96,173.03,172.88,172.91,9750
US2.AAPL,5,20171114,194500,172.95,172.95,172.73,172.8,10690
US2.AAPL,5,20171114,195000,172.79,172.91,172.75,172.91,12330
US2.AAPL,5,20171114,195500,172.91,173,172.89,172.97,6300
US2.AAPL,5,20171114,200000,172.95,173.01,172.91,173.01,7025
US2.AAPL,5,20171114,200500,172.99,173,172.81,172.82,13091
US2.AAPL,5,20171114,201000,172.82,172.82,172.72,172.76,13937
US2.AAPL,5,20171114,201500,172.75,172.83,172.73,172.82,6180
US2.AAPL,5,20171114,202000,172.82,172.82,172.57,172.66,18289
US2.AAPL,5,20171114,202500,172.66,172.73,172.56,172.73,8152
US2.AAPL,5,20171114,203000,172.71,172.71,172.62,172.62,5100
US2.AAPL,5,20171114,203500,172.64,172.76,172.6,172.76,6836
US2.AAPL,5,20171114,204000,172.76,172.79,172.63,172.63,7900
US2.AAPL,5,20171114,204500,172.62,172.68,172.61,172.66,7326
US2.AAPL,5,20171114,205000,172.66,172.69,172.49,172.51,13584
US2.AAPL,5,20171114,205500,172.52,172.6,172.25,172.31,23855
US2.AAPL,5,20171114,210000,172.3,172.4,172.21,172.35,14819
US2.AAPL,5,20171114,210500,172.33,172.35,171.82,171.96,31107
US2.AAPL,5,20171114,211000,171.96,171.98,171.48,171.53,52372
US2.AAPL,5,20171114,211500,171.57,172.12,171.57,172.06,26148
US2.AAPL,5,20171114,212000,172.135,172.17,171.98,172.03,12167
US2.AAPL,5,20171114,212500,172.02,172.15,171.96,172.08,8617
US2.AAPL,5,20171114,213000,172.15,172.16,171.91,172,18144
US2.AAPL,5,20171114,213500,172,172.05,171.9,171.91,12194
US2.AAPL,5,20171114,214000,171.9,172,171.83,171.84,15980
US2.AAPL,5,20171114,214500,171.86,172.02,171.86,171.93,13858
US2.AAPL,5,20171114,215000,171.97,172.04,171.8,171.8,17361
US2.AAPL,5,20171114,215500,171.77,171.91,171.76,171.88,13735
US2.AAPL,5,20171114,220000,171.895,171.93,171.76,171.83,12395
US2.AAPL,5,20171114,220500,171.82,171.87,171.76,171.78,13185
US2.AAPL,5,20171114,221000,171.8,171.92,171.79,171.91,11688
US2.AAPL,5,20171114,221500,171.91,171.95,171.84,171.9,13589
US2.AAPL,5,20171114,222000,171.92,171.98,171.88,171.98,10747
US2.AAPL,5,20171114,222500,171.98,171.98,171.9,171.91,12650
US2.AAPL,5,20171114,223000,171.91,171.97,171.83,171.92,14872
US2.AAPL,5,20171114,223500,171.925,171.97,171.8,171.8,15623
US2.AAPL,5,20171114,224000,171.8,171.87,171.79,171.84,12857
US2.AAPL,5,20171114,224500,171.84,171.99,171.84,171.98,7600
US2.AAPL,5,20171114,225000,171.98,172,171.9,171.9,14478
US2.AAPL,5,20171114,225500,171.91,171.98,171.91,171.97,11000
US2.AAPL,5,20171114,230000,171.98,172,171.92,171.95,9044
US2.AAPL,5,20171114,230500,171.97,172.13,171.96,172.11,14980
US2.AAPL,5,20171114,231000,172.1,172.1,171.95,171.97,22100
US2.AAPL,5,20171114,231500,171.99,172.02,171.875,171.91,15489
US2.AAPL,5,20171114,232000,171.91,171.945,171.8,171.84,24717
US2.AAPL,5,20171114,232500,171.83,171.83,171.74,171.79,20489
US2.AAPL,5,20171114,233000,171.82,171.825,171.62,171.62,21210
US2.AAPL,5,20171114,233500,171.61,171.63,171.47,171.62,38200
US2.AAPL,5,20171114,234000,171.6,171.66,171.48,171.5,28096
US2.AAPL,5,20171114,234500,171.48,171.48,171.21,171.22,34472
US2.AAPL,5,20171114,235000,171.22,171.48,171.19,171.475,28195
US2.AAPL,5,20171114,235500,171.48,171.56,171.47,171.54,55339
US2.AAPL,5,20171115,0,171.54,171.55,171.32,171.35,59628
US2.AAPL,5,20171115,173500,169.96,169.96,168.76,168.76,62336
US2.AAPL,5,20171115,174000,168.82,169.15,168.58,168.63,50406
US2.AAPL,5,20171115,174500,168.62,169.11,168.4,168.99,53847
US2.AAPL,5,20171115,175000,168.97,169.13,168.69,168.82,47082
US2.AAPL,5,20171115,175500,168.79,168.91,168.48,168.82,51051
US2.AAPL,5,20171115,180000,168.8,169.13,168.75,169.01,50058
US2.AAPL,5,20171115,180500,168.98,169.33,168.9,169.32,37464
US2.AAPL,5,20171115,181000,169.32,169.57,169.22,169.32,36153
US2.AAPL,5,20171115,181500,169.34,169.65,169.31,169.57,28415
US2.AAPL,5,20171115,182000,169.56,169.83,169.38,169.77,26229
US2.AAPL,5,20171115,182500,169.82,169.82,169.43,169.7,21222
US2.AAPL,5,20171115,183000,169.68,169.85,169.56,169.56,14029
US2.AAPL,5,20171115,183500,169.59,169.97,169.56,169.92,15600
US2.AAPL,5,20171115,184000,169.92,170.28,169.92,170.19,20311
US2.AAPL,5,20171115,184500,170.22,170.26,170,170.04,26173
US2.AAPL,5,20171115,185000,170.04,170.05,169.865,170.04,18234
US2.AAPL,5,20171115,185500,170.03,170.18,170.01,170.11,18968
US2.AAPL,5,20171115,190000,170.15,170.31,170.08,170.25,21597
US2.AAPL,5,20171115,190500,170.27,170.3,170.12,170.24,28362
US2.AAPL,5,20171115,191000,170.25,170.26,169.96,170,26914
US2.AAPL,5,20171115,191500,170.01,170.03,169.68,169.7,22969
US2.AAPL,5,20171115,192000,169.67,169.96,169.67,169.92,11660
US2.AAPL,5,20171115,192500,169.94,170.03,169.91,169.98,14854
US2.AAPL,5,20171115,193000,170.01,170.04,169.76,169.81,16786
US2.AAPL,5,20171115,193500,169.79,170.01,169.78,169.95,11974
US2.AAPL,5,20171115,194000,169.94,169.95,169.83,169.83,14784
US2.AAPL,5,20171115,194500,169.82,169.92,169.73,169.82,15248
US2.AAPL,5,20171115,195000,169.8,169.825,169.71,169.73,9223
US2.AAPL,5,20171115,195500,169.72,169.72,169.5,169.54,16809
US2.AAPL,5,20171115,200000,169.54,169.57,169.45,169.48,22505
US2.AAPL,5,20171115,200500,169.46,169.46,169.14,169.23,20877
US2.AAPL,5,20171115,201000,169.25,169.44,169.19,169.34,13520
US2.AAPL,5,20171115,201500,169.35,169.45,169.31,169.4,13532
US2.AAPL,5,20171115,202000,169.41,169.46,169.41,169.42,12229
US2.AAPL,5,20171115,202500,169.41,169.43,169.2,169.41,15009
US2.AAPL,5,20171115,203000,169.41,169.42,169.19,169.32,11674
US2.AAPL,5,20171115,203500,169.31,169.49,169.28,169.49,11854
US2.AAPL,5,20171115,204000,169.48,169.61,169.47,169.61,14831
US2.AAPL,5,20171115,204500,169.6,169.67,169.55,169.55,10366
US2.AAPL,5,20171115,205000,169.57,169.57,169.35,169.49,16979
US2.AAPL,5,20171115,205500,169.5,169.6,169.39,169.42,6524
US2.AAPL,5,20171115,210000,169.42,169.61,169.42,169.58,5200
US2.AAPL,5,20171115,210500,169.58,169.59,169.51,169.56,8327
US2.AAPL,5,20171115,211000,169.57,169.58,169.31,169.32,8003
US2.AAPL,5,20171115,211500,169.305,169.37,169.18,169.25,13063
US2.AAPL,5,20171115,212000,169.22,169.27,169.17,169.21,11387
US2.AAPL,5,20171115,212500,169.2,169.24,169.14,169.21,9400
US2.AAPL,5,20171115,213000,169.22,169.23,169.08,169.1,13479
US2.AAPL,5,20171115,213500,169.12,169.16,169.055,169.1,12000
US2.AAPL,5,20171115,214000,169.11,169.16,168.97,168.99,17893
US2.AAPL,5,20171115,214500,169.01,169.31,168.955,169.28,17800
US2.AAPL,5,20171115,215000,169.26,169.4,169.17,169.37,9792
US2.AAPL,5,20171115,215500,169.41,169.47,169.36,169.39,11818
US2.AAPL,5,20171115,220000,169.38,169.39,169.12,169.2,17500
US2.AAPL,5,20171115,220500,169.2,169.32,169.1,169.23,9820
US2.AAPL,5,20171115,221000,169.25,169.27,169.16,169.2,14272
US2.AAPL,5,20171115,221500,169.16,169.21,169.03,169.05,16621
US2.AAPL,5,20171115,222000,169.06,169.16,169.01,169.08,14514
US2.AAPL,5,20171115,222500,169.07,169.25,169.07,169.18,14439
US2.AAPL,5,20171115,223000,169.17,169.33,169.13,169.33,9865
US2.AAPL,5,20171115,223500,169.32,169.37,169.27,169.33,10670
US2.AAPL,5,20171115,224000,169.32,169.41,169.26,169.41,9132
US2.AAPL,5,20171115,224500,169.41,169.43,169.37,169.37,5808
US2.AAPL,5,20171115,225000,169.385,169.46,169.37,169.45,10281
US2.AAPL,5,20171115,225500,169.46,169.52,169.46,169.48,8269
US2.AAPL,5,20171115,230000,169.49,169.5,169.32,169.35,12567
US2.AAPL,5,20171115,230500,169.36,169.48,169.31,169.39,13125
US2.AAPL,5,20171115,231000,169.38,169.48,169.37,169.44,10526
US2.AAPL,5,20171115,231500,169.435,169.48,169.39,169.45,12934
US2.AAPL,5,20171115,232000,169.45,169.52,169.42,169.44,16800
US2.AAPL,5,20171115,232500,169.43,169.49,169.23,169.27,20071
US2.AAPL,5,20171115,233000,169.28,169.3,169.1,169.14,18130
US2.AAPL,5,20171115,233500,169.1,169.18,169.06,169.06,23302
US2.AAPL,5,20171115,234000,169.06,169.19,169.04,169.08,22544
US2.AAPL,5,20171115,234500,169.07,169.07,168.89,168.93,44209
US2.AAPL,5,20171115,235000,168.93,169.01,168.81,168.84,38312
US2.AAPL,5,20171115,235500,168.83,168.83,168.69,168.795,44659
US2.AAPL,5,20171116,0,168.8,169.12,168.72,169.08,70332
US2.AAPL,5,20171116,173500,171.13,171.19,170.74,171.01,34582
US2.AAPL,5,20171116,174000,171,171.03,170.74,170.98,23136
US2.AAPL,5,20171116,174500,170.95,170.95,170.41,170.41,19363
US2.AAPL,5,20171116,175000,170.42,170.5,170.31,170.36,26233
US2.AAPL,5,20171116,175500,170.37,170.67,170.34,170.67,17348
US2.AAPL,5,20171116,180000,170.66,170.66,170.355,170.53,22509
US2.AAPL,5,20171116,180500,170.525,170.64,170.44,170.57,25223
US2.AAPL,5,20171116,181000,170.59,170.79,170.46,170.64,24936
US2.AAPL,5,20171116,181500,170.67,170.85,170.65,170.79,18732
US2.AAPL,5,20171116,182000,170.8,170.84,170.7,170.73,20603
US2.AAPL,5,20171116,182500,170.71,170.74,170.61,170.69,16801
US2.AAPL,5,20171116,183000,170.7,170.795,170.67,170.73,11811
US2.AAPL,5,20171116,183500,170.73,170.89,170.71,170.89,18769
US2.AAPL,5,20171116,184000,170.87,171,170.785,170.98,23978
US2.AAPL,5,20171116,184500,171.01,171.04,170.95,170.99,25940
US2.AAPL,5,20171116,185000,170.99,171.03,170.855,170.88,18363
US2.AAPL,5,20171116,185500,170.88,171.01,170.87,171,13907
US2.AAPL,5,20171116,190000,171.01,171.01,170.84,170.89,15433
US2.AAPL,5,20171116,190500,170.885,171.03,170.865,170.98,11372
US2.AAPL,5,20171116,191000,170.97,171.09,170.97,171.035,15355
US2.AAPL,5,20171116,191500,171.04,171.1,171,171.03,11900
US2.AAPL,5,20171116,192000,171.04,171.09,170.98,171.01,10457
US2.AAPL,5,20171116,192500,171.03,171.08,171.01,171.025,9100
US2.AAPL,5,20171116,193000,171.03,171.04,170.85,170.9,13836
US2.AAPL,5,20171116,193500,170.92,171.05,170.89,171.05,12657
US2.AAPL,5,20171116,194000,171.04,171.1,171.02,171.035,14939
US2.AAPL,5,20171116,194500,171.03,171.08,170.92,171.08,16184
US2.AAPL,5,20171116,195000,171.09,171.22,171.04,171.22,14884
US2.AAPL,5,20171116,195500,171.2,171.41,171.2,171.33,20636
US2.AAPL,5,20171116,200000,171.32,171.37,171.265,171.29,17893
US2.AAPL,5,20171116,200500,171.3,171.41,171.26,171.34,16593
US2.AAPL,5,20171116,201000,171.355,171.57,171.355,171.56,13038
US2.AAPL,5,20171116,201500,171.56,171.57,171.36,171.39,16165
US2.AAPL,5,20171116,202000,171.43,171.51,171.4,171.5,12547
US2.AAPL,5,20171116,202500,171.53,171.74,171.51,171.64,16328
US2.AAPL,5,20171116,203000,171.64,171.68,171.45,171.64,19999
US2.AAPL,5,20171116,203500,171.63,171.71,171.56,171.67,12633
US2.AAPL,5,20171116,204000,171.65,171.65,171.46,171.58,13722
US2.AAPL,5,20171116,204500,171.59,171.59,171.465,171.525,11277
US2.AAPL,5,20171116,205000,171.53,171.6,171.49,171.59,7768
US2.AAPL,5,20171116,205500,171.62,171.72,171.6,171.67,17974
US2.AAPL,5,20171116,210000,171.67,171.71,171.51,171.52,18592
US2.AAPL,5,20171116,210500,171.51,171.7,171.51,171.655,20592
US2.AAPL,5,20171116,211000,171.655,171.665,171.555,171.59,8196
US2.AAPL,5,20171116,211500,171.595,171.69,171.58,171.67,10371
US2.AAPL,5,20171116,212000,171.68,171.76,171.625,171.625,9366
US2.AAPL,5,20171116,212500,171.625,171.635,171.535,171.535,12618
US2.AAPL,5,20171116,213000,171.54,171.55,171.45,171.53,8196
US2.AAPL,5,20171116,213500,171.49,171.56,171.47,171.55,9539
US2.AAPL,5,20171116,214000,171.58,171.62,171.55,171.55,9101
US2.AAPL,5,20171116,214500,171.54,171.54,171.44,171.49,13540
US2.AAPL,5,20171116,215000,171.5,171.57,171.47,171.57,7971
US2.AAPL,5,20171116,215500,171.57,171.67,171.54,171.67,15866
US2.AAPL,5,20171116,220000,171.7,171.81,171.67,171.77,11084
US2.AAPL,5,20171116,220500,171.76,171.82,171.695,171.82,25423
US2.AAPL,5,20171116,221000,171.83,171.87,171.76,171.8,21563
US2.AAPL,5,20171116,221500,171.8,171.82,171.66,171.69,20849
US2.AAPL,5,20171116,222000,171.675,171.73,171.565,171.635,17963
US2.AAPL,5,20171116,222500,171.61,171.64,171.51,171.62,18952
US2.AAPL,5,20171116,223000,171.62,171.62,171.48,171.51,15046
US2.AAPL,5,20171116,223500,171.525,171.57,171.45,171.46,8647
US2.AAPL,5,20171116,224000,171.47,171.56,171.45,171.56,11400
US2.AAPL,5,20171116,224500,171.57,171.57,171.49,171.52,10686
US2.AAPL,5,20171116,225000,171.53,171.54,171.425,171.53,9824
US2.AAPL,5,20171116,225500,171.51,171.6,171.46,171.59,13170
US2.AAPL,5,20171116,230000,171.57,171.58,171.49,171.545,13419
US2.AAPL,5,20171116,230500,171.545,171.59,171.46,171.56,14571
US2.AAPL,5,20171116,231000,171.57,171.61,171.505,171.525,27028
US2.AAPL,5,20171116,231500,171.53,171.555,171.46,171.51,23986
US2.AAPL,5,20171116,232000,171.51,171.51,171.3,171.44,20054
US2.AAPL,5,20171116,232500,171.43,171.47,171.375,171.44,15816
US2.AAPL,5,20171116,233000,171.45,171.51,171.41,171.47,21116
US2.AAPL,5,20171116,233500,171.48,171.59,171.43,171.58,19718
US2.AAPL,5,20171116,234000,171.59,171.61,171.425,171.5,20153
US2.AAPL,5,20171116,234500,171.46,171.6,171.45,171.57,28414
US2.AAPL,5,20171116,235000,171.57,171.57,171.47,171.48,19655
US2.AAPL,5,20171116,235500,171.48,171.53,171.41,171.44,32921
US2.AAPL,5,20171117,0,171.44,171.48,171.1,171.1,59239
US2.AAPL,5,20171117,173500,171.05,171.05,170.26,170.39,24263
US2.AAPL,5,20171117,174000,170.36,170.39,170.06,170.06,22489
US2.AAPL,5,20171117,174500,170.06,170.27,169.84,170.25,23473
US2.AAPL,5,20171117,175000,170.26,170.28,169.97,169.98,21679
US2.AAPL,5,20171117,175500,169.99,170.19,169.94,170.145,30580
US2.AAPL,5,20171117,180000,170.13,170.16,169.95,170.09,30463
US2.AAPL,5,20171117,180500,170.08,170.11,169.84,170.025,23573
US2.AAPL,5,20171117,181000,170.01,170.24,169.95,170.23,16543
US2.AAPL,5,20171117,181500,170.28,170.5,170.28,170.37,22173
US2.AAPL,5,20171117,182000,170.35,170.58,170.25,170.5,13683
US2.AAPL,5,20171117,182500,170.5,170.53,170.4,170.41,26601
US2.AAPL,5,20171117,183000,170.4,170.57,170.36,170.55,12798
US2.AAPL,5,20171117,183500,170.56,170.575,170.47,170.54,16555
US2.AAPL,5,20171117,184000,170.55,170.785,170.54,170.75,25555
US2.AAPL,5,20171117,184500,170.75,171.14,170.75,171.12,24057
US2.AAPL,5,20171117,185000,171.14,171.385,170.92,170.98,28246
US2.AAPL,5,20171117,185500,170.97,171.075,170.86,170.89,20702
US2.AAPL,5,20171117,190000,170.91,170.91,170.75,170.86,37640
US2.AAPL,5,20171117,190500,170.88,170.91,170.75,170.76,16283
US2.AAPL,5,20171117,191000,170.745,170.81,170.52,170.54,24158
US2.AAPL,5,20171117,191500,170.53,170.59,170.26,170.51,16136
US2.AAPL,5,20171117,192000,170.51,170.8,170.3,170.75,45824
US2.AAPL,5,20171117,192500,170.67,170.76,170.45,170.58,16780
US2.AAPL,5,20171117,193000,170.53,170.73,170.51,170.68,11600
US2.AAPL,5,20171117,193500,170.68,170.76,170.65,170.76,7547
US2.AAPL,5,20171117,194000,170.78,170.79,170.58,170.7,11300
US2.AAPL,5,20171117,194500,170.67,170.78,170.63,170.775,8459
US2.AAPL,5,20171117,195000,170.76,170.89,170.71,170.84,16500
US2.AAPL,5,20171117,195500,170.855,170.87,170.7,170.74,13590
US2.AAPL,5,20171117,200000,170.74,170.74,170.58,170.74,6120
US2.AAPL,5,20171117,200500,170.72,170.72,170.54,170.58,11984
US2.AAPL,5,20171117,201000,170.58,170.65,170.495,170.55,14043
US2.AAPL,5,20171117,201500,170.54,170.74,170.51,170.71,12187
US2.AAPL,5,20171117,202000,170.72,170.72,170.595,170.65,9006
US2.AAPL,5,20171117,202500,170.66,170.66,170.57,170.63,5400
US2.AAPL,5,20171117,203000,170.63,170.71,170.6,170.65,8400
US2.AAPL,5,20171117,203500,170.65,170.65,170.47,170.61,16054
US2.AAPL,5,20171117,204000,170.62,170.68,170.55,170.65,7614
US2.AAPL,5,20171117,204500,170.67,170.69,170.6,170.67,6997
US2.AAPL,5,20171117,205000,170.67,170.7,170.47,170.48,12582
US2.AAPL,5,20171117,205500,170.5,170.53,170.36,170.45,17373
US2.AAPL,5,20171117,210000,170.46,170.62,170.46,170.58,8534
US2.AAPL,5,20171117,210500,170.58,170.6,170.45,170.58,10683
US2.AAPL,5,20171117,211000,170.54,170.555,170.34,170.36,10235
US2.AAPL,5,20171117,211500,170.4,170.52,170.4,170.5,6808
US2.AAPL,5,20171117,212000,170.5,170.5,170.35,170.35,6284
US2.AAPL,5,20171117,212500,170.38,170.44,170.34,170.42,5837
US2.AAPL,5,20171117,213000,170.4,170.46,170.36,170.46,3992
US2.AAPL,5,20171117,213500,170.46,170.53,170.43,170.47,5096
US2.AAPL,5,20171117,214000,170.47,170.54,170.44,170.54,6302
US2.AAPL,5,20171117,214500,170.54,170.55,170.48,170.51,6529
US2.AAPL,5,20171117,215000,170.52,170.54,170.46,170.48,9472
US2.AAPL,5,20171117,215500,170.47,170.48,170.41,170.41,7489
US2.AAPL,5,20171117,220000,170.41,170.41,170.22,170.38,14118
US2.AAPL,5,20171117,220500,170.4,170.42,170.36,170.37,7110
US2.AAPL,5,20171117,221000,170.37,170.37,170.25,170.25,10312
US2.AAPL,5,20171117,221500,170.28,170.28,170.085,170.12,19219
US2.AAPL,5,20171117,222000,170.1,170.16,170.04,170.12,11316
US2.AAPL,5,20171117,222500,170.16,170.24,170.14,170.15,7407
US2.AAPL,5,20171117,223000,170.16,170.24,170.15,170.24,5735
US2.AAPL,5,20171117,223500,170.26,170.32,170.22,170.29,8500
US2.AAPL,5,20171117,224000,170.3,170.34,170.24,170.31,15867
US2.AAPL,5,20171117,224500,170.33,170.38,170.24,170.33,11780
US2.AAPL,5,20171117,225000,170.35,170.37,170.3,170.36,8002
US2.AAPL,5,20171117,225500,170.33,170.35,170.2,170.2,10385
US2.AAPL,5,20171117,230000,170.21,170.27,170.16,170.22,12809
US2.AAPL,5,20171117,230500,170.19,170.21,170.12,170.15,14265
US2.AAPL,5,20171117,231000,170.16,170.19,170.08,170.19,16280
US2.AAPL,5,20171117,231500,170.19,170.19,170.06,170.07,9951
US2.AAPL,5,20171117,232000,170.07,170.14,170.02,170.12,11454
US2.AAPL,5,20171117,232500,170.11,170.205,170.06,170.2,15044
US2.AAPL,5,20171117,233000,170.2,170.27,170.17,170.24,23626
US2.AAPL,5,20171117,233500,170.22,170.23,170.15,170.17,12592
US2.AAPL,5,20171117,234000,170.16,170.225,170.13,170.21,15792
US2.AAPL,5,20171117,234500,170.2,170.2,169.77,169.81,36154
US2.AAPL,5,20171117,235000,169.77,169.83,169.66,169.67,51636
US2.AAPL,5,20171117,235500,169.68,170,169.68,169.99,37541
US2.AAPL,5,20171118,0,169.99,170.16,169.86,170.16,59684
US2.AAPL,5,20171120,173500,170.35,170.39,169.74,169.89,25185
US2.AAPL,5,20171120,174000,169.95,170.45,169.9,170.45,10162
US2.AAPL,5,20171120,174500,170.5,170.55,170.31,170.43,25979
US2.AAPL,5,20171120,175000,170.4,170.47,170.28,170.3,10625
US2.AAPL,5,20171120,175500,170.31,170.32,169.94,170.04,18707
US2.AAPL,5,20171120,180000,170.06,170.28,170.04,170.16,18366
US2.AAPL,5,20171120,180500,170.17,170.35,170.17,170.28,15619
US2.AAPL,5,20171120,181000,170.27,170.34,170.13,170.17,15689
US2.AAPL,5,20171120,181500,170.24,170.27,170.12,170.2,24342
US2.AAPL,5,20171120,182000,170.18,170.24,170.14,170.18,10532
US2.AAPL,5,20171120,182500,170.19,170.21,170.04,170.04,14058
US2.AAPL,5,20171120,183000,170.03,170.03,169.75,169.75,21220
US2.AAPL,5,20171120,183500,169.74,170.02,169.74,169.98,12231
US2.AAPL,5,20171120,184000,169.98,170.11,169.95,169.96,11659
US2.AAPL,5,20171120,184500,169.94,170,169.91,169.97,7000
US2.AAPL,5,20171120,185000,169.93,170.05,169.91,169.98,11070
US2.AAPL,5,20171120,185500,169.99,170.205,169.98,170.12,14844
US2.AAPL,5,20171120,190000,170.09,170.13,170.01,170.08,5300
US2.AAPL,5,20171120,190500,170.08,170.1,170.01,170.05,6927
US2.AAPL,5,20171120,191000,170.05,170.05,169.91,169.94,10480
US2.AAPL,5,20171120,191500,169.93,170.01,169.91,169.92,13783
US2.AAPL,5,20171120,192000,169.89,169.89,169.76,169.81,8443
US2.AAPL,5,20171120,192500,169.8,169.88,169.8,169.87,6662
US2.AAPL,5,20171120,193000,169.83,169.85,169.68,169.72,16236
US2.AAPL,5,20171120,193500,169.71,169.81,169.69,169.76,10300
US2.AAPL,5,20171120,194000,169.8,169.81,169.72,169.73,9389
US2.AAPL,5,20171120,194500,169.72,169.77,169.6,169.615,14432
US2.AAPL,5,20171120,195000,169.62,169.79,169.62,169.79,8672
US2.AAPL,5,20171120,195500,169.8,169.8,169.69,169.78,10051
US2.AAPL,5,20171120,200000,169.79,169.99,169.79,169.95,10641
US2.AAPL,5,20171120,200500,169.95,169.96,169.83,169.84,7804
US2.AAPL,5,20171120,201000,169.81,169.9,169.81,169.835,5100
US2.AAPL,5,20171120,201500,169.86,169.89,169.78,169.87,15921
US2.AAPL,5,20171120,202000,169.86,169.88,169.75,169.77,10509
US2.AAPL,5,20171120,202500,169.78,169.78,169.56,169.59,13869
US2.AAPL,5,20171120,203000,169.58,169.69,169.58,169.69,7017
US2.AAPL,5,20171120,203500,169.7,169.83,169.7,169.8,5800
US2.AAPL,5,20171120,204000,169.8,169.83,169.72,169.79,6494
US2.AAPL,5,20171120,204500,169.79,169.88,169.77,169.84,7769
US2.AAPL,5,20171120,205000,169.85,169.86,169.75,169.86,6406
US2.AAPL,5,20171120,205500,169.87,169.91,169.81,169.91,7239
US2.AAPL,5,20171120,210000,169.91,169.96,169.9,169.96,7356
US2.AAPL,5,20171120,210500,169.96,170.06,169.96,170.01,7679
US2.AAPL,5,20171120,211000,170.01,170.07,169.96,170.02,4653
US2.AAPL,5,20171120,211500,170.01,170.04,169.99,170.02,7184
US2.AAPL,5,20171120,212000,170.04,170.16,170.04,170.14,9804
US2.AAPL,5,20171120,212500,170.16,170.19,170.12,170.15,9376
US2.AAPL,5,20171120,213000,170.18,170.23,170.16,170.16,20437
US2.AAPL,5,20171120,213500,170.17,170.185,170.05,170.05,9228
US2.AAPL,5,20171120,214000,170.07,170.09,169.98,170,8385
US2.AAPL,5,20171120,214500,170,170.04,169.97,170,9548
US2.AAPL,5,20171120,215000,170.01,170.06,169.98,170.05,6065
US2.AAPL,5,20171120,215500,170.06,170.06,169.93,169.97,6802
US2.AAPL,5,20171120,220000,169.98,170.04,169.98,170.01,3600
US2.AAPL,5,20171120,220500,170,170,169.92,169.95,5295
US2.AAPL,5,20171120,221000,169.96,169.99,169.95,169.98,4200
US2.AAPL,5,20171120,221500,169.98,170.03,169.98,170.03,4862
US2.AAPL,5,20171120,222000,170.01,170.03,169.96,169.97,4437
US2.AAPL,5,20171120,222500,169.98,170.01,169.91,169.96,6476
US2.AAPL,5,20171120,223000,169.95,169.96,169.91,169.96,5016
US2.AAPL,5,20171120,223500,169.92,169.955,169.86,169.94,7070
US2.AAPL,5,20171120,224000,169.94,170.02,169.94,169.99,12370
US2.AAPL,5,20171120,224500,169.99,170.05,169.96,169.99,10014
US2.AAPL,5,20171120,225000,170,170.02,169.98,170.02,4775
