<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US2.AAPL,5,20170124,181000,119.97,119.97,119.88,119.92,21165
US2.AAPL,5,20170124,181500,119.91,119.98,119.88,119.94,18077
US2.AAPL,5,20170124,182000,119.94,119.98,119.94,119.96,11655
US2.AAPL,5,20170124,182500,119.94,120.02,119.93,120.02,20306
US2.AAPL,5,20170124,183000,120.01,120.01,119.96,119.96,19137
US2.AAPL,5,20170124,183500,119.96,120.03,119.95,120.02,22992
US2.AAPL,5,20170124,184000,120.01,120.02,119.96,119.99,18428
US2.AAPL,5,20170124,184500,119.99,120.01,119.95,119.98,19186
US2.AAPL,5,20170124,185000,119.97,120.025,119.97,120.01,6779
US2.AAPL,5,20170124,185500,120.01,120.02,119.99,120,11219
US2.AAPL,5,20170124,190000,120,120.02,119.895,119.93,29703
US2.AAPL,5,20170124,190500,119.93,120.03,119.93,120.03,23951
US2.AAPL,5,20170124,191000,120.03,120.1,120,120.07,31077
US2.AAPL,5,20170124,191500,120.08,120.1,119.99,120.05,15147
US2.AAPL,5,20170124,192000,120.05,120.08,119.97,120,8802
US2.AAPL,5,20170124,192500,120.01,120.02,119.97,119.98,10267
US2.AAPL,5,20170124,193000,119.97,119.99,119.96,119.97,16140
US2.AAPL,5,20170124,193500,119.97,119.99,119.96,119.99,15269
US2.AAPL,5,20170124,194000,120,120.04,120,120.03,9567
US2.AAPL,5,20170124,194500,120.03,120.03,119.98,120.01,8291
US2.AAPL,5,20170124,195000,120.02,120.02,119.97,119.99,7150
US2.AAPL,5,20170124,195500,119.98,120,119.95,119.96,14407
US2.AAPL,5,20170124,200000,119.96,119.99,119.95,119.97,8203
US2.AAPL,5,20170124,200500,119.98,120.02,119.98,119.99,12824
US2.AAPL,5,20170124,201000,119.99,120.01,119.98,120,6156
US2.AAPL,5,20170124,201500,120,120.075,120,120.07,13860
US2.AAPL,5,20170124,202000,120.06,120.06,119.95,119.95,25679
US2.AAPL,5,20170124,202500,119.96,119.98,119.955,119.96,7075
US2.AAPL,5,20170124,203000,119.96,120.025,119.96,120,8791
US2.AAPL,5,20170124,203500,120.01,120.01,119.98,119.98,7815
US2.AAPL,5,20170124,204000,119.98,119.98,119.905,119.91,12703
US2.AAPL,5,20170124,204500,119.91,119.96,119.875,119.96,36307
US2.AAPL,5,20170124,205000,119.96,119.985,119.945,119.96,14778
US2.AAPL,5,20170124,205500,119.96,119.995,119.945,119.99,10132
US2.AAPL,5,20170124,210000,119.99,119.995,119.97,119.97,14658
US2.AAPL,5,20170124,210500,119.96,120,119.94,119.99,10756
US2.AAPL,5,20170124,211000,119.99,120.05,119.99,120.03,11601
US2.AAPL,5,20170124,211500,120.04,120.06,119.99,119.99,6790
US2.AAPL,5,20170124,212000,119.985,120.01,119.97,120.005,13491
US2.AAPL,5,20170124,212500,120,120.01,119.98,120,14883
US2.AAPL,5,20170124,213000,119.995,120,119.98,119.995,11353
US2.AAPL,5,20170124,213500,120,120.06,119.99,120.03,18908
US2.AAPL,5,20170124,214000,120.03,120.05,120.01,120.03,8255
US2.AAPL,5,20170124,214500,120.03,120.1,120.025,120.08,16500
US2.AAPL,5,20170124,215000,120.08,120.08,120.01,120.04,14999
US2.AAPL,5,20170124,215500,120.05,120.05,119.995,120,19149
US2.AAPL,5,20170124,220000,119.995,120.015,119.99,120.005,6963
US2.AAPL,5,20170124,220500,120.01,120.01,119.985,120,11776
US2.AAPL,5,20170124,221000,120.01,120.04,120,120.01,8492
US2.AAPL,5,20170124,221500,120,120.02,119.975,119.99,23013
US2.AAPL,5,20170124,222000,120,120.07,119.98,120.01,20589
US2.AAPL,5,20170124,222500,120,120,119.96,119.96,17686
US2.AAPL,5,20170124,223000,119.96,120.01,119.96,119.97,19293
US2.AAPL,5,20170124,223500,119.97,120.04,119.96,120.025,18221
US2.AAPL,5,20170124,224000,120.02,120.04,119.99,120.04,9255
US2.AAPL,5,20170124,224500,120.03,120.08,120,120,13319
US2.AAPL,5,20170124,225000,119.99,120.02,119.99,120,15401
US2.AAPL,5,20170124,225500,120,120.04,120,120.02,11966
US2.AAPL,5,20170124,230000,120.02,120.04,120,120.01,8165
US2.AAPL,5,20170124,230500,120.015,120.06,120.01,120.03,20515
US2.AAPL,5,20170124,231000,120.02,120.07,120,120.06,23516
US2.AAPL,5,20170124,231500,120.05,120.07,120.015,120.03,11172
US2.AAPL,5,20170124,232000,120.035,120.035,119.98,120,23254
US2.AAPL,5,20170124,232500,120,120.05,120,120,13501
US2.AAPL,5,20170124,233000,120,120.03,119.99,120.025,18574
US2.AAPL,5,20170124,233500,120.02,120.02,119.99,120,19896
US2.AAPL,5,20170124,234000,119.99,120,119.99,119.995,20612
US2.AAPL,5,20170124,234500,119.99,120.035,119.99,120.025,17978
US2.AAPL,5,20170124,235000,120.02,120.02,119.99,119.99,34659
US2.AAPL,5,20170124,235500,119.995,120.04,119.95,119.95,106599
US2.AAPL,5,20170125,0,119.95,120.02,119.9,119.97,99203
US2.AAPL,5,20170125,173500,120.38,120.91,120.31,120.86,90421
US2.AAPL,5,20170125,174000,120.88,121,120.85,120.96,71926
US2.AAPL,5,20170125,174500,120.95,121.18,120.92,121.13,103369
US2.AAPL,5,20170125,175000,121.13,121.15,121.01,121.09,57070
US2.AAPL,5,20170125,175500,121.08,121.12,121.01,121.1,32769
US2.AAPL,5,20170125,180000,121.1,121.24,121.05,121.12,65390
US2.AAPL,5,20170125,180500,121.12,121.17,121.07,121.13,28726
US2.AAPL,5,20170125,181000,121.14,121.28,121.03,121.27,46712
US2.AAPL,5,20170125,181500,121.29,121.4,121.27,121.37,48043
US2.AAPL,5,20170125,182000,121.38,121.47,121.32,121.45,48157
US2.AAPL,5,20170125,182500,121.43,121.55,121.41,121.49,44846
US2.AAPL,5,20170125,183000,121.52,121.52,121.37,121.48,35834
US2.AAPL,5,20170125,183500,121.48,121.53,121.465,121.49,38122
US2.AAPL,5,20170125,184000,121.495,121.52,121.48,121.52,24801
US2.AAPL,5,20170125,184500,121.52,121.685,121.52,121.685,41749
US2.AAPL,5,20170125,185000,121.685,121.685,121.55,121.57,23785
US2.AAPL,5,20170125,185500,121.565,121.57,121.5,121.5,29620
US2.AAPL,5,20170125,190000,121.49,121.49,121.39,121.46,20493
US2.AAPL,5,20170125,190500,121.47,121.54,121.43,121.54,20798
US2.AAPL,5,20170125,191000,121.54,121.57,121.5,121.57,22809
US2.AAPL,5,20170125,191500,121.57,121.57,121.46,121.48,17377
US2.AAPL,5,20170125,192000,121.48,121.51,121.47,121.51,10990
US2.AAPL,5,20170125,192500,121.49,121.49,121.355,121.36,39604
US2.AAPL,5,20170125,193000,121.36,121.38,121.34,121.38,15592
US2.AAPL,5,20170125,193500,121.38,121.385,121.24,121.28,24376
US2.AAPL,5,20170125,194000,121.28,121.28,121.16,121.2,28386
US2.AAPL,5,20170125,194500,121.2,121.265,121.2,121.265,26682
US2.AAPL,5,20170125,195000,121.27,121.29,121.2,121.21,18687
US2.AAPL,5,20170125,195500,121.2,121.21,121.14,121.19,21214
US2.AAPL,5,20170125,200000,121.2,121.28,121.19,121.28,11996
US2.AAPL,5,20170125,200500,121.28,121.37,121.27,121.36,19651
US2.AAPL,5,20170125,201000,121.38,121.395,121.31,121.31,17696
US2.AAPL,5,20170125,201500,121.315,121.33,121.29,121.33,23075
US2.AAPL,5,20170125,202000,121.32,121.325,121.27,121.28,20442
US2.AAPL,5,20170125,202500,121.275,121.32,121.24,121.32,19764
US2.AAPL,5,20170125,203000,121.32,121.4,121.32,121.37,16537
US2.AAPL,5,20170125,203500,121.37,121.46,121.365,121.45,18534
US2.AAPL,5,20170125,204000,121.45,121.485,121.425,121.425,28113
US2.AAPL,5,20170125,204500,121.43,121.475,121.43,121.45,9248
US2.AAPL,5,20170125,205000,121.45,121.48,121.43,121.435,10508
US2.AAPL,5,20170125,205500,121.44,121.58,121.44,121.575,28170
US2.AAPL,5,20170125,210000,121.57,121.65,121.57,121.62,21599
US2.AAPL,5,20170125,210500,121.61,121.63,121.58,121.63,27796
US2.AAPL,5,20170125,211000,121.63,121.66,121.61,121.62,23047
US2.AAPL,5,20170125,211500,121.62,121.685,121.61,121.655,22125
US2.AAPL,5,20170125,212000,121.655,121.685,121.655,121.68,10866
US2.AAPL,5,20170125,212500,121.68,121.69,121.655,121.685,9082
US2.AAPL,5,20170125,213000,121.69,121.73,121.65,121.73,16830
US2.AAPL,5,20170125,213500,121.735,121.77,121.68,121.74,26339
US2.AAPL,5,20170125,214000,121.74,121.87,121.72,121.87,27188
US2.AAPL,5,20170125,214500,121.88,121.95,121.83,121.91,36684
US2.AAPL,5,20170125,215000,121.89,121.93,121.87,121.89,13349
US2.AAPL,5,20170125,215500,121.89,121.985,121.89,121.98,41893
US2.AAPL,5,20170125,220000,121.99,122,121.96,121.99,33324
US2.AAPL,5,20170125,220500,121.99,122,121.97,121.985,29236
US2.AAPL,5,20170125,221000,121.985,122,121.92,121.92,23213
US2.AAPL,5,20170125,221500,121.92,121.965,121.81,121.81,29143
US2.AAPL,5,20170125,222000,121.82,121.83,121.74,121.78,16236
US2.AAPL,5,20170125,222500,121.79,121.87,121.79,121.86,39663
US2.AAPL,5,20170125,223000,121.86,121.88,121.82,121.84,23926
US2.AAPL,5,20170125,223500,121.84,121.84,121.76,121.78,15842
US2.AAPL,5,20170125,224000,121.77,121.79,121.69,121.7,27128
US2.AAPL,5,20170125,224500,121.7,121.82,121.7,121.82,21325
US2.AAPL,5,20170125,225000,121.82,121.95,121.82,121.93,42736
US2.AAPL,5,20170125,225500,121.94,121.96,121.9,121.9,15090
US2.AAPL,5,20170125,230000,121.9,121.93,121.87,121.93,28884
US2.AAPL,5,20170125,230500,121.94,121.995,121.94,121.99,17617
US2.AAPL,5,20170125,231000,121.99,122.1,121.99,122.055,61536
US2.AAPL,5,20170125,231500,122.055,122.09,122.02,122.08,39017
US2.AAPL,5,20170125,232000,122.08,122.09,121.86,121.89,40158
US2.AAPL,5,20170125,232500,121.89,121.93,121.88,121.93,18670
US2.AAPL,5,20170125,233000,121.93,121.98,121.89,121.97,19056
US2.AAPL,5,20170125,233500,121.96,121.96,121.89,121.93,29484
US2.AAPL,5,20170125,234000,121.94,121.96,121.925,121.96,25890
US2.AAPL,5,20170125,234500,121.96,121.995,121.91,121.93,20390
US2.AAPL,5,20170125,235000,121.93,121.965,121.91,121.96,17088
US2.AAPL,5,20170125,235500,121.965,121.995,121.94,121.955,38607
US2.AAPL,5,20170126,0,121.95,121.95,121.81,121.9,67122
US2.AAPL,5,20170126,173500,121.74,122.43,121.69,122.22,41337
US2.AAPL,5,20170126,174000,122.22,122.31,122.04,122.23,31861
US2.AAPL,5,20170126,174500,122.22,122.22,121.93,122.04,44108
US2.AAPL,5,20170126,175000,122.05,122.09,121.83,122.01,35209
US2.AAPL,5,20170126,175500,122.02,122.11,121.99,122.08,23153
US2.AAPL,5,20170126,180000,122.07,122.09,121.99,122.02,21690
US2.AAPL,5,20170126,180500,122.03,122.03,121.9,121.97,36947
US2.AAPL,5,20170126,181000,121.96,122.05,121.92,122.05,33413
US2.AAPL,5,20170126,181500,122.055,122.115,121.98,122.05,27436
US2.AAPL,5,20170126,182000,122.06,122.06,121.87,121.92,47570
US2.AAPL,5,20170126,182500,121.92,121.94,121.73,121.75,51722
US2.AAPL,5,20170126,183000,121.755,121.755,121.665,121.71,85215
US2.AAPL,5,20170126,183500,121.7,121.85,121.7,121.8,24721
US2.AAPL,5,20170126,184000,121.81,121.85,121.74,121.84,17706
US2.AAPL,5,20170126,184500,121.85,121.9,121.72,121.85,26633
US2.AAPL,5,20170126,185000,121.84,121.87,121.81,121.85,12937
US2.AAPL,5,20170126,185500,121.86,121.91,121.86,121.895,28056
US2.AAPL,5,20170126,190000,121.88,121.88,121.79,121.8,28155
US2.AAPL,5,20170126,190500,121.83,121.89,121.625,121.66,54132
US2.AAPL,5,20170126,191000,121.65,121.7,121.6,121.69,20998
US2.AAPL,5,20170126,191500,121.69,121.73,121.64,121.72,22645
US2.AAPL,5,20170126,192000,121.715,121.76,121.69,121.71,18839
US2.AAPL,5,20170126,192500,121.71,121.74,121.64,121.7,19821
US2.AAPL,5,20170126,193000,121.72,121.78,121.7,121.71,23280
US2.AAPL,5,20170126,193500,121.71,121.75,121.69,121.75,27719
US2.AAPL,5,20170126,194000,121.75,121.85,121.75,121.77,18919
US2.AAPL,5,20170126,194500,121.79,121.91,121.78,121.91,21774
US2.AAPL,5,20170126,195000,121.91,121.92,121.87,121.92,45915
US2.AAPL,5,20170126,195500,121.91,121.91,121.83,121.85,20903
US2.AAPL,5,20170126,200000,121.85,121.86,121.82,121.82,21760
US2.AAPL,5,20170126,200500,121.82,121.855,121.68,121.69,26701
US2.AAPL,5,20170126,201000,121.68,122.02,121.66,122,57569
US2.AAPL,5,20170126,201500,122,122,121.89,121.89,15099
US2.AAPL,5,20170126,202000,121.89,121.89,121.81,121.82,9215
US2.AAPL,5,20170126,202500,121.81,121.86,121.8,121.86,34733
US2.AAPL,5,20170126,203000,121.85,121.86,121.79,121.795,10882
US2.AAPL,5,20170126,203500,121.79,121.86,121.79,121.84,8836
US2.AAPL,5,20170126,204000,121.84,121.87,121.79,121.87,15027
US2.AAPL,5,20170126,204500,121.87,121.93,121.86,121.92,16647
US2.AAPL,5,20170126,205000,121.91,121.93,121.9,121.92,15130
US2.AAPL,5,20170126,205500,121.92,121.94,121.88,121.9,11736
US2.AAPL,5,20170126,210000,121.89,121.9,121.84,121.89,15135
US2.AAPL,5,20170126,210500,121.9,121.96,121.87,121.96,15483
US2.AAPL,5,20170126,211000,121.96,122,121.96,121.97,27194
US2.AAPL,5,20170126,211500,121.97,121.97,121.91,121.95,19295
US2.AAPL,5,20170126,212000,121.94,121.99,121.92,121.92,20906
US2.AAPL,5,20170126,212500,121.91,121.95,121.88,121.9,18120
US2.AAPL,5,20170126,213000,121.9,121.91,121.87,121.9,16846
US2.AAPL,5,20170126,213500,121.89,121.91,121.865,121.9,16722
US2.AAPL,5,20170126,214000,121.9,121.95,121.9,121.92,33030
US2.AAPL,5,20170126,214500,121.93,121.93,121.91,121.92,14819
US2.AAPL,5,20170126,215000,121.92,121.92,121.88,121.88,22744
US2.AAPL,5,20170126,215500,121.88,121.96,121.87,121.94,18448
US2.AAPL,5,20170126,220000,121.93,122,121.92,121.99,14338
US2.AAPL,5,20170126,220500,122,122.03,122,122,8700
US2.AAPL,5,20170126,221000,122,122.05,121.98,122.05,20050
US2.AAPL,5,20170126,221500,122.055,122.12,122.03,122.03,19435
US2.AAPL,5,20170126,222000,122.03,122.065,122.01,122.05,12420
US2.AAPL,5,20170126,222500,122.05,122.11,122.04,122.06,27005
US2.AAPL,5,20170126,223000,122.05,122.09,122.04,122.07,13135
US2.AAPL,5,20170126,223500,122.06,122.09,122.03,122.03,15851
US2.AAPL,5,20170126,224000,122.02,122.06,122,122.01,14580
US2.AAPL,5,20170126,224500,122.01,122.015,121.98,121.98,38214
US2.AAPL,5,20170126,225000,121.98,121.98,121.95,121.965,25022
US2.AAPL,5,20170126,225500,121.96,121.98,121.96,121.98,6934
US2.AAPL,5,20170126,230000,121.98,121.99,121.9,121.94,25676
US2.AAPL,5,20170126,230500,121.945,122.04,121.94,122.01,19344
US2.AAPL,5,20170126,231000,122.01,122.03,121.98,122,20132
US2.AAPL,5,20170126,231500,122.005,122.01,121.98,122.01,9025
US2.AAPL,5,20170126,232000,122.02,122.06,121.98,121.98,9200
US2.AAPL,5,20170126,232500,121.98,121.99,121.95,121.96,13919
US2.AAPL,5,20170126,233000,121.97,122.04,121.97,121.98,28209
US2.AAPL,5,20170126,233500,121.98,122.03,121.975,122.03,18364
US2.AAPL,5,20170126,234000,122.02,122.055,122,122.03,24802
US2.AAPL,5,20170126,234500,122.03,122.04,121.97,122,24608
US2.AAPL,5,20170126,235000,122,122.01,121.935,121.935,41987
US2.AAPL,5,20170126,235500,121.94,121.98,121.915,121.96,117343
US2.AAPL,5,20170127,0,121.96,121.98,121.88,121.94,114286
US2.AAPL,5,20170127,173500,122.14,122.33,121.96,122.2,40402
US2.AAPL,5,20170127,174000,122.24,122.24,122,122.17,44301
US2.AAPL,5,20170127,174500,122.17,122.17,121.95,121.97,40166
US2.AAPL,5,20170127,175000,121.99,122.1,121.87,122.02,38160
US2.AAPL,5,20170127,175500,122.03,122.16,122.02,122.13,35072
US2.AAPL,5,20170127,180000,122.14,122.19,122.03,122.19,26442
US2.AAPL,5,20170127,180500,122.18,122.27,122.16,122.25,29762
US2.AAPL,5,20170127,181000,122.23,122.25,122.01,122.06,24433
US2.AAPL,5,20170127,181500,122.05,122.17,122.02,122.09,18692
US2.AAPL,5,20170127,182000,122.09,122.11,122,122.11,21134
US2.AAPL,5,20170127,182500,122.11,122.125,122.06,122.07,11065
US2.AAPL,5,20170127,183000,122.09,122.12,122.07,122.11,11791
US2.AAPL,5,20170127,183500,122.11,122.17,122.06,122.1,18238
US2.AAPL,5,20170127,184000,122.11,122.11,122.06,122.07,11600
US2.AAPL,5,20170127,184500,122.07,122.15,122.045,122.07,20909
US2.AAPL,5,20170127,185000,122.08,122.12,122.045,122.07,21717
US2.AAPL,5,20170127,185500,122.07,122.09,122,122.03,11452
US2.AAPL,5,20170127,190000,122.04,122.06,121.96,121.98,25367
US2.AAPL,5,20170127,190500,121.985,122.05,121.98,121.98,19051
US2.AAPL,5,20170127,191000,121.98,122.03,121.97,122.03,23613
US2.AAPL,5,20170127,191500,122.03,122.05,121.97,121.99,38227
US2.AAPL,5,20170127,192000,122,122.02,121.94,121.95,29705
US2.AAPL,5,20170127,192500,121.95,122.03,121.95,122.03,13695
US2.AAPL,5,20170127,193000,122.02,122.05,121.99,122.01,19841
US2.AAPL,5,20170127,193500,122.01,122.03,122,122,17341
US2.AAPL,5,20170127,194000,122.01,122.01,121.96,122.01,15562
US2.AAPL,5,20170127,194500,122.01,122.01,121.97,121.98,10402
US2.AAPL,5,20170127,195000,121.98,122,121.98,121.99,15492
US2.AAPL,5,20170127,195500,121.99,122.03,121.98,122.03,7724
US2.AAPL,5,20170127,200000,122.02,122.02,121.96,121.99,29019
US2.AAPL,5,20170127,200500,121.98,122.01,121.97,121.99,10850
US2.AAPL,5,20170127,201000,121.99,122.02,121.98,122,12558
US2.AAPL,5,20170127,201500,122.01,122.025,122,122.01,7442
US2.AAPL,5,20170127,202000,122.01,122.095,122.01,122.08,15550
US2.AAPL,5,20170127,202500,122.08,122.08,122.06,122.065,11649
US2.AAPL,5,20170127,203000,122.07,122.07,122,122.01,9335
US2.AAPL,5,20170127,203500,122.01,122.01,121.98,121.99,24052
US2.AAPL,5,20170127,204000,121.99,121.995,121.94,121.94,28494
US2.AAPL,5,20170127,204500,121.94,121.955,121.87,121.955,35919
US2.AAPL,5,20170127,205000,121.95,121.99,121.94,121.99,17825
US2.AAPL,5,20170127,205500,121.99,122,121.98,121.99,10613
US2.AAPL,5,20170127,210000,121.99,122,121.96,121.96,15367
US2.AAPL,5,20170127,210500,121.965,121.99,121.955,121.98,17707
US2.AAPL,5,20170127,211000,121.98,121.98,121.96,121.965,10477
US2.AAPL,5,20170127,211500,121.97,121.97,121.95,121.97,9015
US2.AAPL,5,20170127,212000,121.97,121.99,121.97,121.98,9123
US2.AAPL,5,20170127,212500,121.985,122,121.96,121.97,19105
US2.AAPL,5,20170127,213000,121.96,122,121.95,121.96,28299
US2.AAPL,5,20170127,213500,121.97,121.99,121.97,121.98,14672
US2.AAPL,5,20170127,214000,121.98,121.98,121.94,121.94,14393
US2.AAPL,5,20170127,214500,121.92,121.92,121.85,121.86,32250
US2.AAPL,5,20170127,215000,121.86,121.865,121.8,121.83,54896
US2.AAPL,5,20170127,215500,121.82,121.83,121.77,121.83,32231
US2.AAPL,5,20170127,220000,121.84,121.87,121.78,121.78,12284
US2.AAPL,5,20170127,220500,121.78,121.78,121.67,121.73,57209
US2.AAPL,5,20170127,221000,121.72,121.75,121.72,121.75,21400
US2.AAPL,5,20170127,221500,121.755,121.76,121.66,121.66,22879
US2.AAPL,5,20170127,222000,121.66,121.695,121.61,121.69,30766
US2.AAPL,5,20170127,222500,121.695,121.74,121.69,121.71,12300
US2.AAPL,5,20170127,223000,121.72,121.78,121.715,121.74,16694
US2.AAPL,5,20170127,223500,121.73,121.78,121.73,121.78,10500
US2.AAPL,5,20170127,224000,121.79,121.81,121.76,121.79,8992
US2.AAPL,5,20170127,224500,121.79,121.795,121.77,121.795,5300
US2.AAPL,5,20170127,225000,121.79,121.79,121.75,121.76,12775
US2.AAPL,5,20170127,225500,121.76,121.78,121.73,121.75,20508
US2.AAPL,5,20170127,230000,121.75,121.75,121.72,121.74,14484
US2.AAPL,5,20170127,230500,121.74,121.745,121.69,121.69,39171
